Phase,BaselineProp,PropMean.t0_UF,PropMean.t1_15HF,PropMean.t2_30HF,PropMean.t3_60HF,PropMean.t4_120HF,PropMean.t5_240HF,Fstatistic,P.Value,FDR,cluster
G1,0.9774436090225563,0.9600268787911812,1.0000000000000002,0.9654874892148403,0.9666666666666667,0.9999999999999997,0.9864864864864858,0.5013788258306683,0.775456445518414,0.9211598842854387,Lens_261
S,0.007518796992481203,0.01754385964912281,-0,0.026315789473684206,1.5023145987371592e-18,-4.906538933386797e-18,0.013513513513513507,0.2857190608147828,0.9211598842854387,0.9211598842854387,Lens_261
S,0.003770739064856712,0.009196108550947263,-0,-0,2.308243784518031e-18,-0,0.009345794392523362,0.8815438746898645,0.49232437971573206,0.8132500901776769,FinPerider_30
G2M,0.005279034690799397,0.0033333333333333344,0.005154639175257733,0.002958579881656804,-0,0.009259259259259255,0.004672897196261678,0.65046558318918,0.6611477847616399,0.8132500901776769,FinPerider_30
G1,0.9909502262443439,0.9874705581157198,0.9948453608247424,0.997041420118343,1.0000000000000004,0.9907407407407401,0.9859813084112146,0.4504551958562868,0.8132500901776769,0.8132500901776769,FinPerider_30
S,0.04666666666666667,0.05714531426605731,0.013820264948084499,0.03135451505016723,0.02516619183285851,0.0661918328584995,0.11843971631205669,3.9627985432479735,0.0013542479531290172,0.004062743859387052,Macrophage_45
G1,0.936,0.9176790014251315,0.9826709631220911,0.959030100334448,0.9496676163342832,0.9199430199430195,0.8602836879432618,3.085394553602563,0.00868556011058953,0.013028340165884295,Macrophage_45
G2M,0.017333333333333333,0.02517568430881125,0.003508771929824562,0.009615384615384614,0.02516619183285851,0.013865147198480527,0.021276595744680844,2.1449720049009633,0.05711650026691013,0.05711650026691013,Macrophage_45
S,0.014778325123152709,0.01257861635220126,0.0056497175141242955,0.019230769230769235,1.0015430658247728e-18,0.041161616161616156,0.02020408163265305,1.6566564487397994,0.14129898162611101,0.42389694487833307,Iridophore_143
G1,0.9766009852216748,0.9651991614255766,0.9943502824858759,0.9751512532411409,0.9902946515849743,0.9449494949494945,0.9797959183673464,0.5372250312239032,0.7482397016863103,0.9189108942809877,Iridophore_143
G2M,0.008620689655172414,0.022222222222222227,-0,0.005617977528089887,0.009705348415025841,0.013888888888888886,-3.6799042000400975e-18,0.28974341832277056,0.9189108942809877,0.9189108942809877,Iridophore_143
S,0.014010507880910683,0.01742919389978214,0.006349206349206351,0.011846496106785315,0.0034013605442176882,0.043255813953488355,0.006329113924050623,1.0209100127263235,0.4032545720466128,0.5689845473261933,MesmbCardi_77
G2M,0.002626970227670753,-0,0.020833333333333336,0.006451612903225805,-3.0046291974743185e-18,-1.2266347333466992e-18,-5.2614312021620977e-20,0.9026855037091994,0.4780888948776514,0.5689845473261933,MesmbCardi_77
G1,0.9833625218914186,0.9825708061002182,0.9728174603174604,0.9817018909899887,0.9965986394557823,0.9567441860465116,0.9936708860759492,0.7730374244202574,0.5689845473261933,0.5689845473261933,MesmbCardi_77
G2M,0.0072992700729927005,0.0194295163290616,-0,-0,0.017543859649122806,-0,0,1.486384130377815,0.19044782917034378,0.5713434875110314,MeningeFib_126
G1,0.9890510948905109,0.9805704836709387,1.0000000000000002,0.9999999999999999,0.9753639417693167,0.9999999999999996,0.9897959183673466,0.656271557160158,0.6566969831603471,0.7502141940559324,MeningeFib_126
S,0.0036496350364963502,-0,-0,-0,0.007092198581560286,-0,0.010204081632653059,0.5346400438229575,0.7502141940559324,0.7502141940559324,MeningeFib_126
S,0.0061633281972265025,0.01646090534979424,-0,-0,0.010101010101010095,-0,0,1.4065395681573536,0.2182198650524023,0.6546595951572068,RetinalRod_258
G1,0.9799691833590138,0.9604407274658171,1.0000000000000002,0.9999999999999999,0.9621212121212118,0.9848582129480999,0.9807692307692304,0.6021271485816189,0.6983460186728628,0.7924778843704391,RetinalRod_258
G2M,0.01386748844375963,0.02309836718438869,-0,-0,0.02777777777777778,0.01514178705189941,0.01923076923076922,0.478651369129715,0.7924778843704391,0.7924778843704391,RetinalRod_258
G2M,0.04833836858006042,0.1425834701696771,0.03346842283012496,0.066078431372549,0.035413958801055606,0.05225330225330224,0.06226053639846741,3.024957460015607,0.052076216963613926,0.15622865089084179,PeridermHR_229
G1,0.9141993957703928,0.8141762452107281,0.9383823032759203,0.8780392156862744,0.9149508645476389,0.8409867909867905,0.9032567049808424,1.1772604074772093,0.37377043391435294,0.5606556508715295,PeridermHR_229
S,0.03746223564954683,0.043240284619594976,0.02814927389395475,0.05588235294117645,0.049635176651305686,0.10675990675990672,0.03448275862068962,0.6116815457172254,0.6931346672178491,0.6931346672178491,PeridermHR_229
G2M,0.023655913978494623,0.027067669172932334,0.006944444444444445,0.08960763520678683,0.008547008547008553,-1.471961680016039e-17,5.952629890872475e-19,5.305216287842167,0.0031006552788601094,0.009301965836580328,ConePhoRed_203
G1,0.9720430107526882,0.9729323308270678,0.9930555555555558,0.8886532343584306,0.9781196581196578,0.9999999999999999,0.9999999999999997,3.051193408970216,0.0339923317436078,0.0509884976154117,ConePhoRed_203
S,0.004301075268817204,-0,-0,0.021739130434782605,0.013333333333333338,-2.4532694666933983e-18,5.0808874263010765e-19,0.5555228667425209,0.7325080149961958,0.7325080149961958,ConePhoRed_203
S,0.048355899419729204,0.023123700724679924,0.04761904761904763,0.02785714285714286,0.06944444444444443,0.11600496277915628,0.0652173913043478,0.48768900379612806,0.7857354849679727,0.8612153238804299,NeuralCres_105
G1,0.9381044487427466,0.9673524897515107,0.9523809523809527,0.952142857142857,0.9305555555555552,0.8647642679900739,0.8974184782608694,0.46378368291700983,0.8034843093494886,0.8612153238804299,NeuralCres_105
G2M,0.013539651837524178,0.009523809523809525,-0,0.019999999999999997,1.5023145987371592e-18,0.01923076923076923,0.0373641304347826,0.38235162319468496,0.8612153238804299,0.8612153238804299,NeuralCres_105
S,0.015503875968992248,0.03333333333333334,-0,0.015151515151515145,0.01587301587301587,0.03846153846153844,-4.906538933386797e-18,1.1812220827436615,0.3154622737594765,0.539784565104528,HepatStell_46
G1,0.9806201550387597,0.9666666666666669,1.0000000000000002,0.9640151515151513,0.9841269841269843,0.961538461538461,0.9999999999999993,0.9217984077149971,0.46543441295794963,0.539784565104528,HepatStell_46
G2M,0.003875968992248062,-0,-0,0.02083333333333333,-0,-2.4532694666933983e-18,1.1214061093034573e-18,0.8134363570340429,0.539784565104528,0.539784565104528,HepatStell_46
G2M,0.005060728744939271,0.002544529262086514,0.008438818565400845,-0,-0,0.008771929824561401,0.0036764705882352923,1.1487090681302017,0.3319781784532426,0.6394005120355846,Lens_266
S,0.008097165991902834,0.016193853427895987,-0,0.021387529261545007,-2.4532694666933983e-18,0.008771929824561401,-0,0.7213108020219594,0.607329506056555,0.6394005120355846,Lens_266
G1,0.9868421052631579,0.9812616173100177,0.9915611814345993,0.978612470738455,0.9999999999999999,0.9824561403508775,0.9963235294117645,0.6789094635241621,0.6394005120355846,0.6394005120355846,Lens_266
S,0.0255863539445629,0.011111111111111113,0.009523809523809525,0.02666666666666667,1.5023145987371592e-18,0.09478021978021976,0.017857142857142846,1.3948144457658984,0.22257574244475556,0.615704246956608,VascEndoth_41
G2M,0.01279317697228145,0.015740740740740743,-0,0.013157894736842103,0.027777777777777762,-0,0.03398617511520737,1.0089066859473341,0.41046949797107196,0.615704246956608,VascEndoth_41
G1,0.9616204690831557,0.9731481481481484,0.9904761904761906,0.9601754385964912,0.972222222222222,0.9052197802197799,0.9481566820276494,0.47488493015929906,0.7952766052041029,0.7952766052041029,VascEndoth_41
S,0.00408997955010225,-0,-0,0.02116755793226381,-0,0.01063829787234042,-4.906538933386797e-18,2.527540872330717,0.02702105263509441,0.08106315790528323,PharynArch_115
G2M,0.007157464212678937,0.013571141882400163,-0,0.0049019607843137246,0.005376344086021507,0.021276595744680844,-7.359808400080195e-18,1.5018484027364585,0.18543698893609717,0.19728021484571853,PharynArch_115
G1,0.9887525562372188,0.9864288581175998,1.0000000000000002,0.9739304812834223,0.9946236559139786,0.9680851063829785,0.9999999999999997,1.4658563684131398,0.19728021484571853,0.19728021484571853,PharynArch_115
S,0.02510460251046025,-0,0.01666666666666667,0.062030075187969914,0.012345679012345678,-4.906538933386797e-18,0.03571428571428571,1.463458185546885,0.19809205188005216,0.5942761556401565,Thrombocyt_225
G2M,0.02092050209205021,0.020833333333333336,0.01666666666666667,0.013157894736842103,0.02777777777777778,-1.2266347333466992e-18,2.5404437131505382e-19,0.7098854002432342,0.6159222480449701,0.6273029074663601,Thrombocyt_225
G1,0.9539748953974896,0.9791666666666667,0.9666666666666669,0.9248120300751878,0.9598765432098765,0.9999999999999996,0.964285714285714,0.6948296235329653,0.6273029074663601,0.6273029074663601,Thrombocyt_225
S,0.0513950073421439,0.025409228532830515,0.020093616015389382,0.023417475728155345,0.1279089775024735,0.13403880070546736,0.09193229658905401,2.694168292007237,0.019344170266034875,0.058032510798104626,EpidermFin_72
G1,0.9434654919236417,0.9680548237547514,0.9769301935084205,0.9765825242718444,0.8700585021723233,0.8518518518518515,0.9032133344789068,2.1654890225865397,0.054910634010720355,0.08236595101608053,EpidermFin_72
G2M,0.005139500734214391,0.006535947712418303,0.0029761904761904773,-0,0.0020325203252032527,0.014109347442680773,0.004854368932038833,0.8835815972909714,0.4909416195751519,0.4909416195751519,EpidermFin_72
S,0.03245614035087719,0.003086419753086421,0.020243526821053848,-0,0.034826731246035865,0.03690221892846243,0.08700117370892016,2.2121423523329153,0.05630055693019899,0.16890167079059698,EntericGli_110
G1,0.9640350877192982,0.9969135802469135,0.9797564731789462,0.9999999999999999,0.9651732687539644,0.9557086185099608,0.9025821596244127,1.1769064616820335,0.32348815796453606,0.48523223694680406,EntericGli_110
G2M,0.0035087719298245615,-0,-0,-0,-0,0.007389162561576354,0.01041666666666666,0.45032461704003207,0.812498402870262,0.812498402870262,EntericGli_110
S,0.05952380952380952,0.05112598904443092,0.08604845446950711,0.05172413793103447,0.11522420188740896,0.03041958041958041,0.06818181818181816,0.7079662392539625,0.619537172821947,0.788447308788638,NGluRetOli_152
G2M,0.02040816326530612,0.017041996348143643,-0,0.03448275862068965,0.023352361183186295,0.019055944055944046,0.03787878787878788,0.5146947489737704,0.7642059850294607,0.788447308788638,NGluRetOli_152
G1,0.9200680272108843,0.9318320146074256,0.9139515455304931,0.9137931034482756,0.8614234369294047,0.9505244755244749,0.8939393939393935,0.4820113598609501,0.788447308788638,0.788447308788638,NGluRetOli_152
G2M,0.018226002430133656,0.017171717171717175,0.0042194092827004225,0.010989010989010993,0.039077212806026364,0.024999999999999998,0.033008658008657994,1.4499749420028853,0.20271017664111474,0.4739182942819356,PharynArch_114
S,0.015795868772782502,0.009090909090909092,0.011163853727144868,0.015203243358583161,5.007715329123864e-19,0.024999999999999988,0.048160173160173125,1.1802522374846578,0.3159455295212904,0.4739182942819356,PharynArch_114
G1,0.9659781287970839,0.9737373737373739,0.9846167369901548,0.9738077456524056,0.9609227871939737,0.9499999999999993,0.9188311688311684,0.8235045020449059,0.5326227763685351,0.5326227763685351,PharynArch_114
G2M,0.019891500904159132,0.012516046213093705,0.010582010582010581,0.008620689655172412,0.04412923561859732,0.035087719298245605,-9.813077866773593e-18,0.7632771245185642,0.5761432145768082,0.8954393319536993,ConePhotGr_211
G1,0.9783001808318263,0.9874839537869066,0.9894179894179896,0.9827586206896548,0.9558707643814026,0.9649122807017539,0.9999999999999993,0.4401238246609378,0.8207465356605086,0.8954393319536993,ConePhotGr_211
S,0.0018083182640144665,-0,-0,0.008620689655172412,-0,-1.2266347333466992e-18,5.607030546517287e-19,0.329511369276592,0.8954393319536993,0.8954393319536993,ConePhotGr_211
S,0.04054054054054054,0.03333333333333335,0.027186853002070396,0.06410256410256411,0.053395061728395074,0.17261904761904756,0.10151515151515149,1.466026624115701,0.21232196738472092,0.5646942035479632,NucErythro_234
G1,0.9310810810810811,0.9500000000000003,0.9528726708074536,0.895550527903469,0.9206790123456791,0.7785714285714284,0.88030303030303,1.0851610461131904,0.37646280236530877,0.5646942035479632,NucErythro_234
G2M,0.02837837837837838,0.01666666666666667,0.019940476190476192,0.04034690799396681,0.02592592592592594,0.0488095238095238,0.018181818181818167,0.7342678398459701,0.600276933640862,0.600276933640862,NucErythro_234
S,0.012012012012012012,0.018440709617180213,-0,0.02941176470588235,5.821469070106492e-18,-2.4532694666933983e-18,0.07142857142857141,1.2531562687181523,0.2812095207493536,0.8436285622480608,VasSmooMus_192
G2M,0.06906906906906907,0.0777310924369748,0.15019762845849804,0.0588235294117647,0.08333333333333333,-4.906538933386797e-18,0.07142857142857141,0.4496893447888384,0.8138080741166199,0.895845427012713,VasSmooMus_192
G1,0.918918918918919,0.903828197945845,0.8498023715415021,0.9117647058823527,0.9166666666666667,0.9999999999999996,0.8571428571428567,0.32885270422264007,0.895845427012713,0.895845427012713,VasSmooMus_192
S,0.016765285996055226,0.03730158730158731,-0,0.007692307692307694,0.016062696330839732,0.05902777777777776,0.03461234177215188,2.759760483613814,0.016939245697890775,0.05081773709367232,OralPharEp_35
G1,0.9723865877712031,0.9516471997604073,0.9859649122807018,0.9769230769230767,0.979371093623498,0.895833333333333,0.9653876582278479,1.5659971341075964,0.16585771206735142,0.18461649394870028,OralPharEp_35
G2M,0.010848126232741617,0.011051212938005393,0.014035087719298248,0.015384615384615387,0.004566210045662099,0.04513888888888888,-4.906538933386797e-18,1.504415077870171,0.18461649394870028,0.18461649394870028,OralPharEp_35
G2M,0.010471204188481676,0.019379844961240313,0.007246376811594205,0.02146464646464646,3.0046291974743185e-18,-2.4532694666933983e-18,2.0143005929343284e-19,0.42902445381166054,0.8287220635438368,0.8597214783246285,Lens_265
S,0.0013089005235602095,-0,-0,0.007575757575757575,-0,-6.133173666733496e-19,4.3368086899420173e-19,0.4053591171932756,0.8454250728411562,0.8597214783246285,Lens_265
G1,0.9882198952879581,0.9806201550387597,0.992753623188406,0.9709595959595957,1.0000000000000002,0.9999999999999996,0.9999999999999996,0.38455887467770994,0.8597214783246285,0.8597214783246285,Lens_265
S,0.007960199004975124,0.021294433266264252,0.002136752136752137,-0,0.007407407407407412,0.007179619145651054,-7.66646708341687e-19,1.2069664647497196,0.3028443247629379,0.7271999161571868,NeurMHProg_13
G1,0.9800995024875622,0.9646210596914824,0.9697802197802201,0.9999999999999997,0.9866402116402118,0.9821924858466285,0.9820881812614816,0.7206918993471629,0.6077939389918106,0.7271999161571868,NeurMHProg_13
G2M,0.011940298507462687,0.014084507042253523,0.028083028083028087,-0,0.005952380952380952,0.010627895007720019,0.01791181873851806,0.5646668335516186,0.7271999161571868,0.7271999161571868,NeurMHProg_13
G2M,0.0038022813688212928,-0,0.01234567901234568,0.0038759689922480615,0.008130081300813002,-3.066586833366748e-19,2.1684043449710086e-19,2.2874491127359877,0.0433677547786876,0.1301032643360628,SkelMuscle_251
G1,0.991128010139417,0.987038804071247,0.9876543209876546,0.9922480620155035,0.9918699186991871,0.9999999999999996,0.9913793103448271,0.9084906850563105,0.47422348806784365,0.7113352321017654,SkelMuscle_251
S,0.005069708491761723,0.012961195928753182,-0,0.0038759689922480615,1.0015430658247728e-18,-3.066586833366748e-19,0.008620689655172412,0.33141439634319003,0.894262954549381,0.894262954549381,SkelMuscle_251
G1,0.967391304347826,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.7619047619047621,0.9999999999999996,0.9999999999999996,0.7599581765032797,0.5785861020120436,0.8394666261724769,MULTLenCon_205
G2M,0.021739130434782608,-0,-0,-0,0.07142857142857141,-0,0,0.5077914752218062,0.7706169239264603,0.8394666261724769,MULTLenCon_205
S,0.010869565217391304,-0,-0,-0,0.16666666666666669,-0,0,0.41387243516516087,0.8394666261724769,0.8394666261724769,MULTLenCon_205
G1,0.5212858384013901,0.6421904049987542,0.604688439190543,0.7177115987460815,0.36853532298178404,0.4390925229741017,0.5886363636363633,2.0870056516613245,0.06380654214749329,0.17017768260274213,NeuralProg_60
S,0.3527367506516073,0.2514471086577349,0.2876778200761371,0.2210031347962383,0.47312630234590297,0.4336100668337509,0.25045454545454526,1.778392475162351,0.1134517884018281,0.17017768260274213,NeuralProg_60
G2M,0.1259774109470026,0.106362486343511,0.10763374073332001,0.06128526645768026,0.1583383746723129,0.127297410192147,0.16090909090909086,0.776354184711301,0.5665606791522946,0.5665606791522946,NeuralProg_60
S,0.020942408376963352,0.011494252873563222,0.007751937984496126,-0,0.015151515151515148,0.12179487179487176,0.03846153846153845,1.998738344808971,0.07541418579029924,0.2262425573708977,NosePeride_27
G1,0.9720767888307156,0.9810983397190296,0.9922480620155041,0.9767441860465117,0.9848484848484851,0.8573717948717944,0.9615384615384609,1.1266274935197464,0.343567600661102,0.515351400991653,NosePeride_27
G2M,0.006980802792321117,0.007407407407407409,-0,0.023255813953488375,5.007715329123864e-19,0.020833333333333325,-7.359808400080195e-18,0.4135713902629745,0.8396783233235199,0.8396783233235199,NosePeride_27
S,0.008610086100861008,0.01646341463414635,-0,0.006493506493506494,0.01556549097532705,0.019852941176470584,-3.6799042000400975e-18,1.2131257782494278,0.29988523239942444,0.6178378630430712,Lens_262
G2M,0.008610086100861008,0.016463414634146346,-0,0.02083333333333333,0.005464480874316942,-2.4532694666933983e-18,0.015625,0.9459561258035104,0.4497398094723403,0.6178378630430712,Lens_262
G1,0.982779827798278,0.9670731707317076,1.0000000000000002,0.9726731601731601,0.9789700281503559,0.9801470588235293,0.9843749999999997,0.7073453152616306,0.6178378630430712,0.6178378630430712,Lens_262
S,0.030175015087507542,0.02025388674939381,0.007091416813639037,0.02067637702996819,0.0068917619403782455,0.15169491525423726,0.06632259309280333,5.0996460788123645,1.1162142476814654e-4,3.348642743044396e-4,OralPharEp_37
G1,0.9619794809897405,0.9773306543134083,0.9810038212815992,0.9793236229700317,0.9862164761192436,0.8316384180790957,0.9233069650781398,3.363755957855128,0.0048566237181243335,0.0072849355771865,OralPharEp_37
G2M,0.007845503922751962,0.002415458937198068,0.011904761904761908,-0,0.0068917619403782455,0.01666666666666666,0.010370441829056524,1.2049348708817194,0.30382539650851986,0.30382539650851986,OralPharEp_37
S,0.010830324909747292,-0,-0,0.024999999999999998,0.04464285714285714,-2.4532694666933983e-18,1.7347234759768069e-18,1.0353310911243914,0.39470373455861213,0.8147010199515371,PancreaABD_97
G1,0.9855595667870036,1,1.0000000000000002,0.9749999999999999,0.9553571428571429,0.9999999999999999,0.9761904761904758,0.5122492503697726,0.7672443329188566,0.8147010199515371,PancreaABD_97
G2M,0.0036101083032490976,-0,-0,-0,-0,-0,0.023809523809523805,0.44846272556207084,0.8147010199515371,0.8147010199515371,PancreaABD_97
G2M,0.0044943820224719105,0.006802721088435375,-0,0.008333333333333331,1.0015430658247728e-18,-1.2266347333466992e-18,5.607030546517287e-19,1.0610613960162192,0.3797670099662219,0.6034745062218307,GillEpithe_130
G1,0.9910112359550561,0.9931972789115646,1.0000000000000002,0.983333333333333,0.9999999999999997,0.9999999999999996,0.9838709677419353,0.7494720911437309,0.586332067117125,0.6034745062218307,GillEpithe_130
S,0.0044943820224719105,-0,-0,0.008333333333333331,-0,-0,0.016129032258064512,0.7264542594803153,0.6034745062218307,0.6034745062218307,GillEpithe_130
G2M,0.020278833967046894,0.028174603174603182,0.014166340253296779,0.009615384615384614,0.01980013075558046,0.04290876242095753,0.01666666666666665,0.780777672396915,0.5633351292906488,0.600580067202926,PharynArch_117
S,0.0063371356147021544,-0,0.004504504504504506,0.009615384615384614,0.01443273092369478,0.01851851851851851,-2.4532694666933983e-18,0.7656223503204926,0.5744196367200695,0.600580067202926,PharynArch_117
G1,0.973384030418251,0.971825396825397,0.9813291552421989,0.9807692307692306,0.9657671383207249,0.9385727190605239,0.983333333333333,0.7303236675159996,0.600580067202926,0.600580067202926,PharynArch_117
S,0.054078014184397165,0.06871035940803386,0.011964161167444608,0.034028655710071624,0.08762383861198093,0.18188057652711043,0.10346638655462176,5.003911271016079,1.3812753798086492e-4,4.1438261394259477e-4,FinEpiderm_74
G1,0.9361702127659575,0.9274136715997183,0.9820537582488333,0.9600189633375474,0.8958472357681845,0.8181194234728891,0.8965336134453777,3.6869890055180754,0.002447907102969553,0.0036718606544543296,FinEpiderm_74
G2M,0.00975177304964539,0.003875968992248063,0.005982080583722304,0.005952380952380951,0.01652892561983471,-6.133173666733496e-19,4.3368086899420173e-19,1.1972668290313255,0.3075509378647698,0.3075509378647698,FinEpiderm_74
S,0.19515477792732167,0.15292325818641614,0.19861111111111113,0.22608568075117366,0.2736315861315861,0.20207956600361657,0.023437499999999965,3.5978031596318854,0.0029602023897276277,0.008880607169182883,MHBBouProg_58
G2M,0.047106325706594884,0.08231676652729285,0.02055555555555556,0.05237676056338027,0.027027027027027018,0.04041591320072331,0.06249999999999997,1.2632977130613885,0.2766296739411631,0.40302247698235694,MHBBouProg_58
G1,0.7577388963660835,0.7647599752862912,0.7808333333333335,0.7215375586854459,0.6993413868413871,0.7575045207956596,0.9140624999999994,1.0212986073951447,0.40302247698235694,0.40302247698235694,MHBBouProg_58
G2M,0.01910828025477707,0.019607843137254905,0.007092198581560285,0.018518518518518517,0.020202020202020193,0.014285714285714282,0.05041666666666665,0.6005131486348735,0.7000098054191406,0.8582402334978401,IridoPreNC_18
S,0.0015923566878980893,-0,0.00925925925925926,-0,-1.251928832280966e-18,-0,0,0.4268586522762563,0.8251073613088127,0.8582402334978401,IridoPreNC_18
G1,0.9792993630573248,0.9803921568627452,0.9836485421591805,0.9814814814814813,0.9797979797979799,0.9857142857142852,0.9495833333333326,0.37841231289008476,0.8582402334978401,0.8582402334978401,IridoPreNC_18
S,0.007237635705669481,0.0038095238095238104,0.0035460992907801426,-0,0.004865977088199315,0.029411764705882353,0.025199338047239346,2.0672273709255773,0.06625229720590281,0.1191486083117202,PharynPeri_222
G1,0.9873341375150784,0.9942857142857142,0.9882129657376887,0.9999999999999999,0.9928817706595484,0.9150326797385615,0.97307055814653165,1.9711151928173352,0.07943240554114679,0.1191486083117202,PharynPeri_222
G2M,0.005428226779252111,0.0019047619047619052,0.008240934971531317,-0,0.002252252252252252,0.05555555555555554,0.0017301038062283642,1.0381481227586653,0.39304840559452825,0.39304840559452825,PharynPeri_222
G2M,0.05333333333333334,-0,0.04218880534670009,0.06227106227106226,0.09166666666666667,0.09166666666666663,0.041666666666666644,0.8847073879990777,0.49017864751283835,0.4901786475128388,FinMesVenF_214
G1,0.9466666666666667,1,0.9578111946533,0.9377289377289375,0.9083333333333334,0.9083333333333329,0.9583333333333327,0.8847073879990771,0.4901786475128388,0.4901786475128388,FinMesVenF_214
S,0.027874564459930314,0.04136554136554138,-0,0.0054945054945054915,0.03448275862068968,0.06142111601766357,0.012195121951219494,2.320626232654244,0.04064961233258205,0.12194883699774614,InnerEarSC_65
G1,0.9686411149825784,0.9586344586344588,1.0000000000000002,0.9945054945054944,0.9655172413793103,0.9197109594540342,0.98780487804878,1.7288946213145748,0.12411323557776384,0.18616985336664577,InnerEarSC_65
G2M,0.003484320557491289,-0,-0,-0,-0,0.018867924528301883,-4.906538933386797e-18,1.1729658582807394,0.3195946417964892,0.3195946417964892,InnerEarSC_65
S,0.023718439173680182,0.020656889072505683,0.014724310776942357,0.01674107142857142,0.005128205128205128,0.1522435897435897,0.026497695852534524,3.335994329189488,0.0051484859098430286,0.015445457729529086,OralPharEp_34
G1,0.9701606732976281,0.9777249879501482,0.9761432691317337,0.9709821428571427,0.9740384615384612,0.8349358974358971,0.9735023041474651,2.49481601237955,0.028838643663754514,0.029486794890357472,OralPharEp_34
G2M,0.00612088752869166,0.0016181229773462801,0.009132420091324202,0.012276785714285712,0.02083333333333334,0.012820512820512817,-3.6799042000400975e-18,2.483621753576692,0.029486794890357472,0.029486794890357472,OralPharEp_34
G2M,0.014388489208633094,0.055555555555555566,0.012911632314617392,-0,8.012344526598183e-18,-0,0,5.174949226609473,9.43680797777656e-5,9.436807977776587e-5,RetPigEpit_146
G1,0.9856115107913669,0.9444444444444445,0.9870883676853828,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,5.174949226609472,9.436807977776587e-5,9.436807977776587e-5,RetPigEpit_146
G1,0.9952718676122931,0.9722222222222223,0.9907407407407409,0.9999999999999999,1.0000000000000002,0.9999999999999996,0.9999999999999996,1.2515839544524519,0.28192501917018864,0.2819250191701899,HairCell_7
G2M,0.004728132387706856,0.02777777777777778,0.009259259259259259,-0,2.0030861316495456e-18,-0,0,1.251583954452449,0.2819250191701899,0.2819250191701899,HairCell_7
G2M,0.029051000645577793,0.04813417101952787,0.04352565798491027,0.018382352941176468,0.05407735472623718,0.015706806282722505,0.010869565217391295,1.705463250829688,0.12946938554302123,0.3884081566290637,ConRetBPON_220
G1,0.9619109102646869,0.9398689803914451,0.9510098611407729,0.970254010695187,0.9334199272915932,0.9774702900357346,0.9891304347826081,0.8391413843144269,0.5215968837601632,0.7531907458758694,ConRetBPON_220
S,0.009038089089735314,0.011996848589027359,0.005464480874316941,0.01136363636363636,0.012502717982170038,0.006822903681542421,-1.8399521000200487e-18,0.530739275982823,0.7531907458758694,0.7531907458758694,ConRetBPON_220
G2M,7.468259895444362e-4,-0,-0,-0,0.004694835680751173,-0,0,1.4347752675332022,0.20802675796217357,0.40069799166217457,FinEpiderm_91
S,0.016430171769977596,0.018672870197938455,0.0023640661938534283,0.01819006764560303,0.006410256410256413,0.06941176470588233,0.03636363636363632,1.097750039738228,0.35918103946562496,0.40069799166217457,FinEpiderm_91
G1,0.9828230022404779,0.9813271298020618,0.9976359338061468,0.9818099323543968,0.9888949079089924,0.9305882352941174,0.9636363636363634,1.02519910048425,0.40069799166217457,0.40069799166217457,FinEpiderm_91
G2M,0.013020833333333334,0.011111111111111108,0.007345595580889701,0.03361344537815125,0.007490872466322545,0.08712121212121209,-1.9626155733547187e-17,2.0866249573594167,0.07117759676906205,0.15075744504596886,NucErythro_233
G1,0.9791666666666666,0.9570512820512819,0.9835955620269348,0.949579831932773,0.9925091275336776,0.867424242424242,0.9999999999999996,1.781007150543124,0.12122884939139099,0.15075744504596886,NucErythro_233
S,0.0078125,0.031837606837606836,0.009058842392175727,0.01680672268907563,-6.009258394948638e-18,0.04545454545454544,-1.471961680016039e-17,1.6526536263909524,0.15075744504596886,0.15075744504596886,NucErythro_233
G1,0.9961759082217974,1,1.0000000000000002,0.9999999999999999,0.9900497512437813,0.9999999999999996,0.9999999999999996,2.3328343519585117,0.039690708903104985,0.04753664340663372,Melanocyte_140
G2M,0.0019120458891013384,-0,-0,-0,0.004975124378109453,-0,0,2.24020621087471,0.04753664340663372,0.04753664340663372,Melanocyte_140
S,0.0019120458891013384,-0,-0,-0,0.004975124378109453,-0,0,2.24020621087471,0.04753664340663372,0.04753664340663372,Melanocyte_140
S,0.026737967914438502,0.013648504273504275,-0,0.03290937996820349,1.0015430658247728e-18,0.08928571428571425,0.07263157894736837,2.4336708108144265,0.03255235863613677,0.09765707590841032,PharynPeri_21
G1,0.9692513368983957,0.9821848290598293,0.9911111111111114,0.9670906200317965,0.9999999999999999,0.9107142857142854,0.9273684210526312,1.2575261664177118,0.279228638659308,0.41884295798896204,PharynPeri_21
G2M,0.004010695187165776,0.0041666666666666675,0.008888888888888892,-0,5.007715329123864e-19,-0,0,0.6890088124449021,0.6317189862980642,0.6317189862980642,PharynPeri_21
S,0.04265402843601896,0.052910052910052914,-0,0.11858974358974357,1.0766587957616308e-17,0.09090909090909087,-2.943923360032078e-17,9.527102832162475,2.111652580647596e-6,6.334957741942788e-6,IntSecProg_66
G1,0.95260663507109,0.9470899470899473,1.0000000000000002,0.8397435897435896,1.0000000000000002,0.9090909090909087,0.9999999999999996,8.751912123500242,5.4281362273606615e-6,8.142204341040993e-6,IntSecProg_66
