gene_cluster,response_groups
rrbp1a_OralPharEp-37,5
si:dkey-157l19.2_OralPharEp-37,3
srsf5a_OralPharEp-37,4
CR376783.1_OralPharEp-37,3
rsrp1_OralPharEp-37,2
ggps1_OralPharEp-37,1
herc4_OralPharEp-37,1
pkma_OralPharEp-37,1
zgc:77650_OralPharEp-37,5
tat_OralPharEp-37,4
cmip_OralPharEp-37,1
ampd3b_OralPharEp-37,3
uacaa_OralPharEp-37,5
igf1ra_OralPharEp-37,4
slco3a1_OralPharEp-37,3
tiparp_OralPharEp-37,1
fosb_OralPharEp-37,6
nucb2b_OralPharEp-37,5
barx2_OralPharEp-37,5
tob1b_OralPharEp-37,6
SLC39A11_OralPharEp-37,5
TANC2_OralPharEp-37,3
arhgap27_OralPharEp-37,3
plce1_OralPharEp-37,3
atp2a1l_OralPharEp-37,4
thrab_OralPharEp-37,3
slc9a3r1a_OralPharEp-37,5
si:ch73-329n5.1_OralPharEp-37,5
trim16_OralPharEp-37,2
mcl1a_OralPharEp-37,6
cyt1l_OralPharEp-37,1
krt17_OralPharEp-37,1
ago3b_OralPharEp-37,5
osbpl3a_OralPharEp-37,1
ptp4a3a_OralPharEp-37,5
jarid2b_OralPharEp-37,1
mylipa_OralPharEp-37,4
si:ch211-152p11.4_OralPharEp-37,6
elmo1_OralPharEp-37,3
ptp4a2b_OralPharEp-37,1
fam83hb_OralPharEp-37,5
nme2b.2_OralPharEp-37,3
ftr86_OralPharEp-37,6
egln2_OralPharEp-37,5
slc1a5_OralPharEp-37,6
prkd2_OralPharEp-37,5
tmprss4a_OralPharEp-37,3
relb_OralPharEp-37,6
zbtb16b_OralPharEp-37,6
ulk2_OralPharEp-37,6
BX663520.2_OralPharEp-37,4
sik2b_OralPharEp-37,1
MARK4_OralPharEp-37,2
ckmb_OralPharEp-37,4
myo1cb_OralPharEp-37,5
ssh2a_OralPharEp-37,1
si:ch211-137a8.2_OralPharEp-37,3
rap1gap2a_OralPharEp-37,3
nlk2_OralPharEp-37,5
frya_OralPharEp-37,5
sh3bp5la_OralPharEp-37,1
ctrl_OralPharEp-37,4
stim1a_OralPharEp-37,5
nlrc8_OralPharEp-37,4
si:ch1073-340i21.2_OralPharEp-37,4
cpeb2_OralPharEp-37,2
CABZ01048666.1_OralPharEp-37,5
lad1_OralPharEp-37,5
chl1a_OralPharEp-37,3
si:rp71-79p20.2_OralPharEp-37,3
tnnc2_OralPharEp-37,3
zgc:154075_OralPharEp-37,6
plekhn1_OralPharEp-37,1
ctdsp2_OralPharEp-37,3
pkig_OralPharEp-37,2
MAGI3_OralPharEp-37,3
zgc:158263_OralPharEp-37,4
nr4a1_OralPharEp-37,6
dgkaa_OralPharEp-37,1
CHST13_OralPharEp-37,5
rarga_OralPharEp-37,3
nfatc2a_OralPharEp-37,5
klf4_OralPharEp-37,6
TCF4_OralPharEp-37,4
shroom3_OralPharEp-37,3
f2rl1.2_OralPharEp-37,6
si:dkey-184p9.7_OralPharEp-37,3
niban2a_OralPharEp-37,1
ulk1b_OralPharEp-37,4
tnfrsfa_OralPharEp-37,1
atp2a2b_OralPharEp-37,5
cldnb_OralPharEp-37,6
actn3a_OralPharEp-37,3
ndst1b_OralPharEp-37,5
klf5l_OralPharEp-37,1
traf4b_OralPharEp-37,5
slco2b1_OralPharEp-37,3
crebrf_OralPharEp-37,3
hspa4a_OralPharEp-37,5
FO704810.1_OralPharEp-37,2
gadd45ba_OralPharEp-37,6
rbms1a_OralPharEp-37,2
jupa_OralPharEp-37,6
mob3c_OralPharEp-37,6
mknk1_OralPharEp-37,6
arrdc2_OralPharEp-37,3
rpn2_OralPharEp-37,5
id1_OralPharEp-37,3
mapkapk2a_OralPharEp-37,1
foxp4_OralPharEp-37,4
inavab_OralPharEp-37,1
cyldb_OralPharEp-37,1
top1l_OralPharEp-37,1
ier2b_OralPharEp-37,6
atp13a3_OralPharEp-37,2
pax7a_OralPharEp-37,2
ets2_OralPharEp-37,6
grk5_OralPharEp-37,5
hmgcs1_OralPharEp-37,5
nrg1_OralPharEp-37,6
rabgap1_OralPharEp-37,4
strbp_OralPharEp-37,3
zfand5b_OralPharEp-37,6
xpo7_OralPharEp-37,5
letm2_OralPharEp-37,6
synj1_OralPharEp-37,5
cltca_OralPharEp-37,1
foxo1b_OralPharEp-37,1
si:dkey-259j3.5_OralPharEp-37,6
si:dkey-259j3.5.1_OralPharEp-37,2
ucp2_OralPharEp-37,6
dhrs13a.2_OralPharEp-37,6
rab11fip1b_OralPharEp-37,2
stau2_OralPharEp-37,3
tram1_OralPharEp-37,5
pdia4_OralPharEp-37,5
cntnap2a_OralPharEp-37,5
csrnp1b_OralPharEp-37,6
myd88_OralPharEp-37,6
pola1_OralPharEp-37,5
zmp:0000000991_OralPharEp-37,3
hhla2b.2_OralPharEp-37,3
klhl24b_OralPharEp-37,4
fndc3bb_OralPharEp-37,2
vav3a_OralPharEp-37,3
wu:fj05g07_OralPharEp-37,2
btg2_OralPharEp-37,6
cdkn1a_OralPharEp-37,6
elf3_OralPharEp-37,6
cela1.6_OralPharEp-37,4
stat1a_OralPharEp-37,4
ahr2_OralPharEp-37,4
midn_OralPharEp-37,1
pvalb7_OralPharEp-37,4
pdcd4b_OralPharEp-37,4
dusp5_OralPharEp-37,6
muc5.2_OralPharEp-37,2
slc7a5_OralPharEp-37,1
ccnd2a_OralPharEp-37,4
celsr1b_OralPharEp-37,5
pkp3a_OralPharEp-37,6
mob2a_OralPharEp-37,6
phlda2_OralPharEp-37,1
cpt1ab_OralPharEp-37,5
hsd17b12a_OralPharEp-37,1
kras_OralPharEp-37,6
CABZ01080568.1_OralPharEp-37,2
chst6_OralPharEp-37,6
ano9a_OralPharEp-37,1
myhz1.2_OsteorDent-217,5
vdrb_OticVesicl-246,4
lpin1_OticVesicl-246,4
ttn.2_PancreaABD-97,3
dusp2_PancreaABD-97,6
trhde.2_PericytUnk-100,5
tpma_PericytUnk-100,3
zgc:136461_PericytUnk-100,4
myhz2_PericytUnk-100,3
atp2a1_PericytUnk-100,4
pvalb1_PericytUnk-100,3
mylz3_PericytUnk-100,4
ttn.1_PericytUnk-100,3
ttn.2_PericytUnk-100,3
prss1_PericytUnk-100,4
actc1b_PericytUnk-100,3
p4ha1b_PericytUnk-100,5
lpin1_PericytUnk-100,1
fosl2_PericytUnk-100,6
ckmb_PericytUnk-100,3
adamts6_PericytUnk-100,5
myhz2_PericytUnk-14,4
myhz1.3_PericytUnk-14,4
myhz1.1_PericytUnk-14,3
mylpfa_PericytUnk-14,3
pvalb1_PericytUnk-14,3
mylz3_PericytUnk-14,3
grid2_PericytUnk-14,5
actc1b_PericytUnk-14,3
egln3_PericytUnk-14,5
p4ha1b_PericytUnk-14,5
lpin1_PericytUnk-14,6
abcc3_PericytUnk-14,6
zgc:123103_PericytUnk-14,1
CR589876.1_PericytUnk-14,1
smyhc2_PericytUnk-14,5
myhz2_Periderm-218,3
lmo3_PeridermHR-229,5
grip1_PeridermHR-229,5
celf2_PeridermHR-229,5
si:cabz01007794.1_PeridermHR-229,1
igdcc3_PeridermHR-229,5
brsk2b_PeridermHR-229,5
ank2b_PeridermHR-229,5
hk2_PeridermHR-229,1
srrm4_PeridermHR-229,5
histh1l_PeridermHR-229,4
myhz2_PeridermHR-229,1
myhz1.3_PeridermHR-229,3
BX465834.1_PeridermHR-229,5
mcama_PeridermHR-229,5
tmem132e_PeridermHR-229,5
ebf2_PeridermHR-229,5
zbtb20_PeridermHR-229,5
scn4ab_PeridermHR-229,4
mpp3a_PeridermHR-229,5
elavl3_PeridermHR-229,5
adgrl1a_PeridermHR-229,5
gas7a_PeridermHR-229,5
pvalb5_PeridermHR-229,6
lrp8_PeridermHR-229,5
pacsin1b_PeridermHR-229,5
ptmab_PeridermHR-229,4
pbx1a_PeridermHR-229,5
XKR4_PeridermHR-229,5
apoda.2_PeridermHR-229,4
spsb4a_PeridermHR-229,5
zgc:110158_PeridermHR-229,5
cntnap2b_PeridermHR-229,5
adgrl3.1_PeridermHR-229,5
rims1b_PeridermHR-229,5
ctnna2_PeridermHR-229,5
lef1_PeridermHR-229,5
tmem198a_PeridermHR-229,5
myo10l3_PeridermHR-229,5
nrp2b_PeridermHR-229,5
creb1b_PeridermHR-229,5
cerkl_PeridermHR-229,5
ephb6_PeridermHR-229,5
cspg5a_PeridermHR-229,5
adam22_PeridermHR-229,5
dpf3_PeridermHR-229,5
BX511178.2_PeridermHR-229,5
nkain2_PeridermHR-229,5
si:dkey-7c18.24_PeridermHR-229,1
hsp90aa1.2_PeridermHR-229,1
si:ch211-166a6.5_PeridermHR-229,1
dock5_PeridermHR-229,6
plxna3_PeridermHR-229,5
pbx3b_PeridermHR-229,5
myl7_PeridermHR-229,5
nrxn3a_PeridermHR-229,5
bcl11ba_PeridermHR-229,5
aff2_PeridermHR-229,5
slit3_PeridermHR-229,5
pcdh11.1_PeridermHR-229,4
ebf3a_PeridermHR-229,5
unc5a_PeridermHR-229,5
CABZ01072077.1_PeridermHR-229,4
ablim1a_PeridermHR-229,5
si:ch73-386h18.1_PeridermHR-229,5
ZNF423_PeridermHR-229,5
gnao1a_PeridermHR-229,5
rbfox3a_PeridermHR-229,5
ttyh2_PeridermHR-229,5
CR847968.1_PeridermHR-229,5
ebf3a.1_PeridermHR-229,5
CABZ01048956.1_PeridermHR-229,6
celf3a_PeridermHR-229,5
BX957317.2_PeridermHR-229,5
atxn1a_PeridermHR-229,1
si:ch211-250g4.3_PeridermHR-229,6
thsd7aa_PeridermHR-229,5
foxo1a_PeridermHR-229,6
dscamb_PeridermHR-229,5
dscaml1_PeridermHR-229,5
blmh_PeridermHR-229,5
nova2_PeridermHR-229,5
aplp1_PeridermHR-229,5
robo1_PeridermHR-229,5
myt1b_PeridermHR-229,5
znf385a_PeridermHR-229,5
plxna1a_PeridermHR-229,5
onecut2_PeridermHR-229,5
celf4_PeridermHR-229,5
gadd45gb.1_PeridermHR-229,5
ncam1a_PeridermHR-229,5
ebf1b_PeridermHR-229,5
slc13a2_PeridermHR-229,6
gdf11_PeridermHR-229,5
rpl22_PeridermHR-229,3
dchs1b_PeridermHR-229,5
dgat2_PeridermHR-229,6
nbeaa_PeridermHR-229,5
vezf1a_PeridermHR-229,5
zfhx4_PeridermHR-229,5
vim_PeridermHR-229,4
tmeff1b_PeridermHR-229,5
cebpd_PeridermHR-229,6
lpl_PeridermHR-229,4
celf5a_PeridermHR-229,5
lrrc4ca_PeridermHR-229,5
BX005417.1_PharArchNC-84,1
myhz2_PharArchNC-84,2
mylpfa_PharArchNC-84,3
pvalb1_PharArchNC-84,3
ttn.1_PharArchNC-84,3
ttn.2_PharArchNC-84,3
apoa2_PharArchNC-84,6
prss1_PharArchNC-84,4
actc1b_PharArchNC-84,3
lpin1_PharArchNC-84,6
dscamb_PharArchNC-84,5
smyhc1_PharArchNC-84,3
mt-atp6_PharArchNC-84,3
mt-cyb_PharArchNC-84,3
BX005417.1_PharEpiPer-221,5
rhcga_PharEpiPer-221,1
myhz1.2_PharEpiPer-221,3
mylpfa_PharEpiPer-221,3
myh11b_PharEpiPer-221,5
sec23b_PharEpiPer-221,6
vdrb_PharEpiPer-221,4
neb_PharEpiPer-221,3
ttn.2_PharEpiPer-221,3
tuft1a_PharEpiPer-221,1
nr4a3_PharEpiPer-221,6
nfkbiaa_PharEpiPer-221,6
ela2l_PharEpiPer-221,3
zgc:92242_PharEpiPer-221,6
ca10a_PharEpiPer-221,5
CR936442.1_PharEpiPer-221,5
klf4_PharEpiPer-221,6
slc38a3a_PharEpiPer-221,5
dhrs13a.2_PharEpiPer-221,6
pou6f2_PharEpiPer-221,5
cela1.6_PharEpiPer-221,4
midn_PharEpiPer-221,1
dusp5_PharEpiPer-221,6
myhz2_PharNeEpit-128,3
myhz1.1_PharNeEpit-128,4
ctrb1_PharynArch-114,4
tnnt3b_PharynArch-114,3
myhz2_PharynArch-114,3
myhz1.3_PharynArch-114,3
myhz1.2_PharynArch-114,3
myhz1.1_PharynArch-114,3
ckma_PharynArch-114,3
atp2a1_PharynArch-114,3
pvalb1_PharynArch-114,3
glula_PharynArch-114,4
ttn.1_PharynArch-114,3
ttn.2_PharynArch-114,3
sesn1_PharynArch-114,3
actc1b_PharynArch-114,3
lpin1_PharynArch-114,4
pdlim7_PharynArch-114,5
pde10a_PharynArch-114,5
nme2b.2_PharynArch-114,3
tagln_PharynArch-114,5
ulk2_PharynArch-114,6
itga1_PharynArch-114,5
fstb_PharynArch-114,4
CABZ01090041.1_PharynArch-114,4
rhcga_PharynArch-115,6
slc7a8a_PharynArch-115,4
tpma_PharynArch-115,3
si:dkey-201c13.2_PharynArch-115,4
myhz2_PharynArch-115,3
myhz1.3_PharynArch-115,3
myhz1.2_PharynArch-115,3
myhz1.1_PharynArch-115,3
ckma_PharynArch-115,3
nupr1b_PharynArch-115,4
atp2a1_PharynArch-115,3
mylpfa_PharynArch-115,3
cyp3c1_PharynArch-115,4
ackr3b_PharynArch-115,4
wnt9a_PharynArch-115,5
tfa_PharynArch-115,6
angptl4_PharynArch-115,5
knop1_PharynArch-115,6
si:ch211-67e16.11_PharynArch-115,6
neb_PharynArch-115,3
ttn.1_PharynArch-115,3
ttn.2_PharynArch-115,3
prss1_PharynArch-115,4
ptprub_PharynArch-115,5
sesn1_PharynArch-115,3
si:dkey-7c18.24_PharynArch-115,1
hsp90aa1.2_PharynArch-115,5
actc1b_PharynArch-115,3
htra1a_PharynArch-115,5
lpin1_PharynArch-115,4
eif4ebp3l_PharynArch-115,4
bcl11aa_PharynArch-115,5
admb_PharynArch-115,6
atp2a1l_PharynArch-115,4
nme2b.2_PharynArch-115,3
ulk2_PharynArch-115,6
chia.2_PharynArch-115,6
BX663516.2_PharynArch-115,4
smyhc1_PharynArch-115,3
lpl_PharynArch-115,4
CABZ01090041.1_PharynArch-115,4
fetub_PharynArch-115,6
rhcga_PharynArch-116,1
aldh1a2_PharynArch-116,5
BX511128.3_PharynArch-116,5
myhz1.2_PharynArch-116,3
myhz1.1_PharynArch-116,3
ckma_PharynArch-116,3
atp2a1_PharynArch-116,3
pvalb1_PharynArch-116,3
mybphb_PharynArch-116,3
mylz3_PharynArch-116,3
neb_PharynArch-116,3
ttn.1_PharynArch-116,3
ttn.2_PharynArch-116,3
apoa4b.2_PharynArch-116,3
prss1_PharynArch-116,4
sesn1_PharynArch-116,4
si:ch211-263k4.2_PharynArch-116,5
lpin1_PharynArch-116,4
elovl6_PharynArch-116,5
mdga1_PharynArch-116,5
atp2a1l_PharynArch-116,3
thrab_PharynArch-116,5
apoea_PharynArch-116,3
ulk2_PharynArch-116,6
CR762400.1_PharynArch-116,5
rxraa_PharynArch-116,5
chia.2_PharynArch-116,6
smyhc1_PharynArch-116,3
CABZ01090041.1_PharynArch-116,4
myhz1.3_PharynArch-117,3
myhz1.1_PharynArch-117,3
myhb_PharynArch-117,3
ttn.1_PharynArch-117,3
ttn.2_PharynArch-117,3
lpin1_PharynArch-117,4
fosb_PharynArch-117,1
ulk2_PharynArch-117,4
slc7a8a_PharynArch-79,4
zgc:112160_PharynArch-79,4
tnnt3b_PharynArch-79,3
myhz1.3_PharynArch-79,3
myhz1.2_PharynArch-79,3
myhz1.1_PharynArch-79,3
ckma_PharynArch-79,3
nfixb_PharynArch-79,5
atp2a1_PharynArch-79,3
si:ch73-367p23.2_PharynArch-79,3
mylpfa_PharynArch-79,3
BX908797.1_PharynArch-79,4
pvalb4_PharynArch-79,3
pvalb1_PharynArch-79,3
pbx1b_PharynArch-79,5
amy2a_PharynArch-79,4
mylz3_PharynArch-79,3
dclk2a_PharynArch-79,5
cyp3a65_PharynArch-79,6
neb_PharynArch-79,3
ttn.1_PharynArch-79,3
ttn.2_PharynArch-79,3
apoa4b.2_PharynArch-79,5
apoa4b.2.1_PharynArch-79,3
prss1_PharynArch-79,4
prss59.1_PharynArch-79,4
rbms3_PharynArch-79,5
igfbp1a_PharynArch-79,6
bach2b_PharynArch-79,3
sesn1_PharynArch-79,4
lpin1_PharynArch-79,4
eif4ebp3l_PharynArch-79,4
egr1_PharynArch-79,6
foxo4_PharynArch-79,4
acta1b_PharynArch-79,3
fosb_PharynArch-79,2
mylpfb_PharynArch-79,3
pvalb2_PharynArch-79,3
si:ch211-250g4.3_PharynArch-79,5
nme2b.2_PharynArch-79,3
ulk2_PharynArch-79,6
ctrl_PharynArch-79,4
tnnc2_PharynArch-79,3
ccn1_PharynArch-79,1
cldnb_PharynArch-79,6
hspa4a_PharynArch-79,2
gnl3_PharynArch-79,5
arrdc2_PharynArch-79,4
wdr18_PharynArch-79,1
dhrs13a.2_PharynArch-79,6
ctdspla_PharynArch-79,3
klhl24b_PharynArch-79,4
vim_PharynArch-79,6
smyhc1_PharynArch-79,3
btg2_PharynArch-79,6
cela1.6_PharynArch-79,4
lpl_PharynArch-79,4
CABZ01090041.1_PharynArch-79,6
midn_PharynArch-79,6
CABZ01080568.1_PharynArch-79,2
rhcga_PharynArch-80,6
tpma_PharynArch-80,3
tnnt3b_PharynArch-80,3
BX511128.3_PharynArch-80,5
myhz2_PharynArch-80,3
myhz1.2_PharynArch-80,3
si:ch73-367p23.2_PharynArch-80,3
pvalb1_PharynArch-80,3
mybphb_PharynArch-80,3
mylz3_PharynArch-80,4
neb_PharynArch-80,3
ttn.1_PharynArch-80,3
ttn.2_PharynArch-80,3
apoa4b.2_PharynArch-80,5
prss1_PharynArch-80,4
sesn1_PharynArch-80,4
aopep_PharynArch-80,5
actc1b_PharynArch-80,3
si:dkey-248g15.3_PharynArch-80,2
lpin1_PharynArch-80,4
eif4ebp3l_PharynArch-80,4
atp2a1l_PharynArch-80,4
mylipa_PharynArch-80,4
ulk2_PharynArch-80,4
ckmb_PharynArch-80,4
actn3a_PharynArch-80,3
arr3a_PharynArch-80,4
ucp2_PharynArch-80,4
tnni2a.4_PharynArch-80,3
CABZ01080568.1_PharynArch-80,2
ms4a17a.9_PharynArch-81,4
slc7a8a_PharynArch-81,4
serpine1_PharynArch-81,2
tpma_PharynArch-81,3
zgc:136461_PharynArch-81,4
ctrb1_PharynArch-81,4
tnnt3b_PharynArch-81,3
BX511128.3_PharynArch-81,5
myhz1.3_PharynArch-81,3
myhz1.2_PharynArch-81,3
myhz1.1_PharynArch-81,3
ckma_PharynArch-81,3
ak1_PharynArch-81,3
atp2a1_PharynArch-81,3
hsp70.2_PharynArch-81,1
si:ch73-367p23.2_PharynArch-81,3
mylpfa_PharynArch-81,3
socs3a_PharynArch-81,6
pvalb1_PharynArch-81,3
igfbp1b_PharynArch-81,4
wnt9a_PharynArch-81,5
f3b_PharynArch-81,1
glula_PharynArch-81,4
abca1a_PharynArch-81,4
ucp1_PharynArch-81,4
dnajb1b_PharynArch-81,2
sik1_PharynArch-81,6
neb_PharynArch-81,3
klf12b_PharynArch-81,5
ttn.1_PharynArch-81,3
ttn.2_PharynArch-81,3
apoa4b.2.1_PharynArch-81,5
si:dkey-79d12.5_PharynArch-81,6
prss1_PharynArch-81,4
prss59.1_PharynArch-81,4
prss59.2_PharynArch-81,4
galnt1_PharynArch-81,5
rbms3_PharynArch-81,5
sesn1_PharynArch-81,4
atf3_PharynArch-81,2
fosab_PharynArch-81,4
hsp90aa1.2_PharynArch-81,5
hsp70l_PharynArch-81,2
glis1b_PharynArch-81,5
lpin1_PharynArch-81,4
eif4ebp3l_PharynArch-81,4
fam107b_PharynArch-81,1
fosb_PharynArch-81,2
fam214a_PharynArch-81,6
atp2a1l_PharynArch-81,3
egln2_PharynArch-81,5
ulk2_PharynArch-81,6
ckmb_PharynArch-81,4
ctrl_PharynArch-81,4
ctdsp2_PharynArch-81,4
itga5_PharynArch-81,5
klf4_PharynArch-81,1
gfpt2_PharynArch-81,2
hspa4a_PharynArch-81,2
igfbp6a_PharynArch-81,3
arrdc2_PharynArch-81,3
klhl24b_PharynArch-81,4
smyhc1_PharynArch-81,3
btg2_PharynArch-81,4
cela1.6_PharynArch-81,4
lpl_PharynArch-81,4
CABZ01090041.1_PharynArch-81,4
midn_PharynArch-81,1
fetub_PharynArch-81,6
cspg4_PharynArch-81,5
CABZ01080568.1_PharynArch-81,2
etnk1_PharynArch-85,6
zgc:112160_PharynArch-85,4
ctrb1_PharynArch-85,4
BX511128.3_PharynArch-85,5
histh1l_PharynArch-85,4
myhz1.3_PharynArch-85,3
myhz1.1_PharynArch-85,3
ckma_PharynArch-85,4
ldlra_PharynArch-85,4
cbx7a_PharynArch-85,4
atp2a1_PharynArch-85,3
hsp70.2_PharynArch-85,1
hsp70.3_PharynArch-85,1
BX908797.1_PharynArch-85,4
pvalb1_PharynArch-85,3
myh7_PharynArch-85,6
myom1a_PharynArch-85,3
apoda.2_PharynArch-85,4
mylz3_PharynArch-85,3
abca1a_PharynArch-85,4
zeb2a_PharynArch-85,5
ttn.1_PharynArch-85,3
ttn.2_PharynArch-85,3
apoa4b.2_PharynArch-85,3
prss1_PharynArch-85,4
apobb.1_PharynArch-85,3
sesn1_PharynArch-85,4
si:dkey-7c18.24_PharynArch-85,1
ela2l_PharynArch-85,4
antxr1a_PharynArch-85,3
actc1b_PharynArch-85,3
lpin1_PharynArch-85,6
acta1b_PharynArch-85,3
atp2a1l_PharynArch-85,4
ulk2_PharynArch-85,1
ctrl_PharynArch-85,4
ccn1_PharynArch-85,2
hspa4a_PharynArch-85,5
loxl2a_PharynArch-85,1
cela1.6_PharynArch-85,4
cpa5_PharynArch-85,4
tnni2a.4_PharynArch-85,3
mt-nd4_PharynArch-85,6
rpl18a_PharynPeri-21,6
csrp2_PharynPeri-21,6
pawr_PharynPeri-21,5
tbc1d22a_PharynPeri-21,5
si:ch73-170d6.2_PharynPeri-21,3
AL935186.10_PharynPeri-21,5
rplp2l_PharynPeri-21,6
si:ch73-335l21.1_PharynPeri-21,1
kdm6ba_PharynPeri-21,6
rorab_PharynPeri-21,4
tpma_PharynPeri-21,3
ctrb1_PharynPeri-21,4
myo9aa_PharynPeri-21,5
rbpjb_PharynPeri-21,5
rplp0_PharynPeri-21,6
npas2_PharynPeri-21,4
acsl4b_PharynPeri-21,6
myhz1.3_PharynPeri-21,3
myhz1.2_PharynPeri-21,3
myhz1.1_PharynPeri-21,3
dab2ipb_PharynPeri-21,3
tmprss13b_PharynPeri-21,4
rasgef1ba_PharynPeri-21,4
arid3c_PharynPeri-21,5
crhr1_PharynPeri-21,5
atp2a1_PharynPeri-21,3
rps15a_PharynPeri-21,6
rpl3_PharynPeri-21,6
mylpfa_PharynPeri-21,3
rpl23_PharynPeri-21,6
PLEKHH3_PharynPeri-21,1
rps11_PharynPeri-21,6
actb2_PharynPeri-21,6
pvalb1_PharynPeri-21,3
sec23b_PharynPeri-21,6
rpsa_PharynPeri-21,6
stx8_PharynPeri-21,3
dlg1_PharynPeri-21,3
rhcgl1_PharynPeri-21,4
vdrb_PharynPeri-21,4
krt4_PharynPeri-21,1
ENSDARG00000091625_PharynPeri-21,4
rplp2_PharynPeri-21,6
rps10_PharynPeri-21,6
tead3b_PharynPeri-21,5
egfra_PharynPeri-21,1
npc1_PharynPeri-21,6
xpr1b_PharynPeri-21,4
elovl1a_PharynPeri-21,6
csrnp1a_PharynPeri-21,6
crema_PharynPeri-21,6
uba52_PharynPeri-21,6
mylz3_PharynPeri-21,3
b4galt1_PharynPeri-21,6
tmem131l_PharynPeri-21,5
tpt1_PharynPeri-21,6
bzw1b_PharynPeri-21,6
neb_PharynPeri-21,3
ttn.1_PharynPeri-21,3
ttn.2_PharynPeri-21,3
ednrbb_PharynPeri-21,4
grb10b_PharynPeri-21,2
nbeal2_PharynPeri-21,5
myh14_PharynPeri-21,5
tax1bp1b_PharynPeri-21,4
mpp6a_PharynPeri-21,6
tuft1a_PharynPeri-21,6
rps19_PharynPeri-21,6
si:dkey-79d12.5_PharynPeri-21,6
prss1_PharynPeri-21,4
prss59.2_PharynPeri-21,4
rpl28_PharynPeri-21,6
flrt2_PharynPeri-21,5
ppp2r5a_PharynPeri-21,5
nfkbiaa_PharynPeri-21,6
prkchb_PharynPeri-21,3
rps7_PharynPeri-21,6
nbas_PharynPeri-21,5
itpkb_PharynPeri-21,5
man1a1_PharynPeri-21,5
hsp90aa1.2_PharynPeri-21,1
CT027638.1_PharynPeri-21,5
mknk2b_PharynPeri-21,4
mgll_PharynPeri-21,5
rab11fip1a_PharynPeri-21,6
ncor2_PharynPeri-21,5
actc1b_PharynPeri-21,3
nfkbiab_PharynPeri-21,6
bcl11ba_PharynPeri-21,5
rpl13a_PharynPeri-21,6
grhl3_PharynPeri-21,2
lpin1_PharynPeri-21,6
crim1_PharynPeri-21,4
si:ch211-39i2.2_PharynPeri-21,1
zgc:92242_PharynPeri-21,6
hspa9_PharynPeri-21,1
selenot2_PharynPeri-21,6
stard14_PharynPeri-21,6
rpl39_PharynPeri-21,6
tnfaip3_PharynPeri-21,6
CU639469.1_PharynPeri-21,5
si:dkey-221j11.3_PharynPeri-21,4
itga9_PharynPeri-21,1
pard6a_PharynPeri-21,2
mctp2a_PharynPeri-21,5
tiparp_PharynPeri-21,6
fosb_PharynPeri-21,6
fam214a_PharynPeri-21,4
rpl35a_PharynPeri-21,1
ptenb_PharynPeri-21,1
cyth3a_PharynPeri-21,5
mcl1a_PharynPeri-21,6
ZC3H12A_PharynPeri-21,6
cyt1l_PharynPeri-21,1
cyt1_PharynPeri-21,1
krt17_PharynPeri-21,1
krt91_PharynPeri-21,6
xkr8.2_PharynPeri-21,4
jarid2b_PharynPeri-21,6
si:ch211-152p11.4_PharynPeri-21,6
eef1a1l1_PharynPeri-21,6
rpl11_PharynPeri-21,6
rpl14_PharynPeri-21,6
apoa1b_PharynPeri-21,6
foxo1a_PharynPeri-21,4
gab2_PharynPeri-21,6
slc1a5_PharynPeri-21,6
zbtb16b_PharynPeri-21,3
BX663520.2_PharynPeri-21,6
sik2b_PharynPeri-21,1
MARK4_PharynPeri-21,1
ksr1b_PharynPeri-21,5
stim1a_PharynPeri-21,6
ngef_PharynPeri-21,6
krt5_PharynPeri-21,1
foxp1a_PharynPeri-21,6
chl1a_PharynPeri-21,3
si:dkey-151g10.6_PharynPeri-21,6
ptpn22_PharynPeri-21,5
rps26_PharynPeri-21,6
dgkaa_PharynPeri-21,1
klf4_PharynPeri-21,6
rpl37.1_PharynPeri-21,6
ccng2_PharynPeri-21,6
prodha_PharynPeri-21,6
niban2a_PharynPeri-21,6
bicdl2l_PharynPeri-21,6
cldnb_PharynPeri-21,6
wwc1_PharynPeri-21,5
klf5l_PharynPeri-21,6
cpeb4b_PharynPeri-21,6
hspa4a_PharynPeri-21,2
arrdc2_PharynPeri-21,3
mapkapk2a_PharynPeri-21,1
cyldb_PharynPeri-21,6
rpl22_PharynPeri-21,6
gnai2a_PharynPeri-21,5
zgc:171772_PharynPeri-21,6
mat2aa_PharynPeri-21,4
ugcg_PharynPeri-21,4
slc20a1b_PharynPeri-21,6
rps6kb1a_PharynPeri-21,6
hspa8_PharynPeri-21,6
rps25_PharynPeri-21,6
CU467905.1_PharynPeri-21,6
ogdhb_PharynPeri-21,6
ncoa2_PharynPeri-21,5
rpl21_PharynPeri-21,6
klhl24b_PharynPeri-21,4
arhgap29a_PharynPeri-21,4
btg2_PharynPeri-21,6
rpl36_PharynPeri-21,6
cela1.6_PharynPeri-21,3
midn_PharynPeri-21,6
si:ch211-129c21.1_PharynPeri-21,6
RPS17_PharynPeri-21,6
prickle1a_PharynPeri-21,6
dgkzb_PharynPeri-21,5
pkp3a_PharynPeri-21,6
phlda2_PharynPeri-21,6
CABZ01080568.1_PharynPeri-21,5
mt-co1_PharynPeri-21,6
mt-co2_PharynPeri-21,6
mt-atp6_PharynPeri-21,6
mt-co3_PharynPeri-21,6
csrp2_PharynPeri-22,6
