gene_cluster,response_groups
actc1b_OptRetProg-55,3
lpin1_OptRetProg-55,4
shank3a_OptRetProg-55,2
nme2b.2_OptRetProg-55,3
slc38a3a_OptRetProg-55,4
cntnap2a_OptRetProg-55,1
smyhc1_OptRetProg-55,2
b4galnt3a_OralPharEp-33,4
si:cabz01007794.1_OralPharEp-33,6
tpma_OralPharEp-33,3
zgc:136461_OralPharEp-33,4
creb3l1_OralPharEp-33,1
tnnt3b_OralPharEp-33,3
plekhf1_OralPharEp-33,4
camk2d1_OralPharEp-33,5
zgc:158343_OralPharEp-33,6
hk2_OralPharEp-33,1
coro1ca_OralPharEp-33,1
zfand5a_OralPharEp-33,6
ela3l_OralPharEp-33,4
myhz1.2_OralPharEp-33,3
ckma_OralPharEp-33,3
slc12a9_OralPharEp-33,4
dapk1_OralPharEp-33,3
CU467961.1_OralPharEp-33,4
zgc:100868_OralPharEp-33,6
dnajb1a_OralPharEp-33,2
pvalb1_OralPharEp-33,3
noxo1a_OralPharEp-33,6
sec23b_OralPharEp-33,6
vdrb_OralPharEp-33,4
prdx1_OralPharEp-33,2
elovl1a_OralPharEp-33,1
si:ch211-207d6.2_OralPharEp-33,3
mylz3_OralPharEp-33,3
klf3_OralPharEp-33,6
si:ch211-217k17.8_OralPharEp-33,6
dnajb1b_OralPharEp-33,1
sik1_OralPharEp-33,6
fam117bb_OralPharEp-33,5
neb_OralPharEp-33,3
glsb_OralPharEp-33,1
nab1b_OralPharEp-33,2
ttn.1_OralPharEp-33,3
ttn.2_OralPharEp-33,3
agr1_OralPharEp-33,5
osbpl3b_OralPharEp-33,5
tuft1a_OralPharEp-33,6
efna1b_OralPharEp-33,6
icn2_OralPharEp-33,4
apoa4b.2.1_OralPharEp-33,5
prss1_OralPharEp-33,4
nr4a3_OralPharEp-33,6
nfkbiaa_OralPharEp-33,6
tdh_OralPharEp-33,4
gmds_OralPharEp-33,5
chac1_OralPharEp-33,4
apobb.1_OralPharEp-33,3
ptgs2b_OralPharEp-33,1
niban1a_OralPharEp-33,3
hivep2a_OralPharEp-33,1
hsp90aa1.2_OralPharEp-33,5
slc6a8_OralPharEp-33,1
mknk2b_OralPharEp-33,4
nfkbiab_OralPharEp-33,6
lpin1_OralPharEp-33,4
fosl2_OralPharEp-33,6
si:ch211-39i2.2_OralPharEp-33,1
zgc:92242_OralPharEp-33,6
egr1_OralPharEp-33,6
stard14_OralPharEp-33,6
ebf3a_OralPharEp-33,6
nocta_OralPharEp-33,6
tnfaip3_OralPharEp-33,6
acta1b_OralPharEp-33,3
adka_OralPharEp-33,3
smap1_OralPharEp-33,1
rrbp1a_OralPharEp-33,5
rsrp1_OralPharEp-33,2
barx2_OralPharEp-33,5
arhgap27_OralPharEp-33,3
atp2a1l_OralPharEp-33,4
slc9a3r1a_OralPharEp-33,1
osbpl3a_OralPharEp-33,1
mylipa_OralPharEp-33,4
prkd2_OralPharEp-33,5
ssh2a_OralPharEp-33,6
ctrl_OralPharEp-33,4
chl1a_OralPharEp-33,3
si:rp71-79p20.2_OralPharEp-33,3
klf4_OralPharEp-33,6
dym_OralPharEp-33,5
si:dkey-184p9.7_OralPharEp-33,5
atp2a2b_OralPharEp-33,5
ndst1b_OralPharEp-33,1
slco2b1_OralPharEp-33,5
hspa4a_OralPharEp-33,1
elovl1b_OralPharEp-33,5
arrdc2_OralPharEp-33,3
ier2b_OralPharEp-33,6
foxo1b_OralPharEp-33,5
si:dkey-259j3.5_OralPharEp-33,6
hhla2b.2_OralPharEp-33,3
klhl24b_OralPharEp-33,3
btg2_OralPharEp-33,6
elf3_OralPharEp-33,6
cela1.6_OralPharEp-33,4
midn_OralPharEp-33,1
dusp5_OralPharEp-33,6
akap13_OralPharEp-33,5
slc7a5_OralPharEp-33,1
cpa5_OralPharEp-33,4
phlda2_OralPharEp-33,6
chst11_OralPharEp-34,5
b4galnt3a_OralPharEp-34,3
CR926130.2_OralPharEp-34,5
CR926130.1_OralPharEp-34,1
chsy1_OralPharEp-34,5
rhcga_OralPharEp-34,6
tpma_OralPharEp-34,3
zgc:112160_OralPharEp-34,4
hsd11b2_OralPharEp-34,1
c6ast4_OralPharEp-34,3
creb3l1_OralPharEp-34,1
plekhf1_OralPharEp-34,6
nqo1_OralPharEp-34,4
sec24d_OralPharEp-34,1
hk2_OralPharEp-34,1
ela3l_OralPharEp-34,4
myhz1.2_OralPharEp-34,3
ckma_OralPharEp-34,4
apoa1a_OralPharEp-34,6
dmrt2a_OralPharEp-34,3
si:ch73-367p23.2_OralPharEp-34,3
zgc:100868_OralPharEp-34,6
baiap2a_OralPharEp-34,1
noxo1a_OralPharEp-34,6
sec23b_OralPharEp-34,6
rgl3a_OralPharEp-34,6
slco2a1_OralPharEp-34,6
dlg1_OralPharEp-34,5
rhcgl1_OralPharEp-34,4
vdrb_OralPharEp-34,1
prss60.2_OralPharEp-34,5
ip6k2b_OralPharEp-34,6
rplp2_OralPharEp-34,4
sdc4_OralPharEp-34,6
ddit3_OralPharEp-34,6
prelid3b_OralPharEp-34,6
amy2a_OralPharEp-34,4
tfa_OralPharEp-34,6
elovl1a_OralPharEp-34,1
csrnp1a_OralPharEp-34,6
si:ch211-207d6.2_OralPharEp-34,3
myom1a_OralPharEp-34,3
mylz3_OralPharEp-34,4
klf3_OralPharEp-34,1
prkx_OralPharEp-34,5
pibf1_OralPharEp-34,3
fam13a_OralPharEp-34,1
dnajb1b_OralPharEp-34,2
irs2b_OralPharEp-34,6
nr1i2_OralPharEp-34,6
gsk3ba_OralPharEp-34,5
neb_OralPharEp-34,3
dop1b_OralPharEp-34,3
myl1_OralPharEp-34,4
nab1b_OralPharEp-34,1
ttn.1_OralPharEp-34,3
ttn.2_OralPharEp-34,3
nbeal2_OralPharEp-34,3
efna1b_OralPharEp-34,6
apoa4b.2.1_OralPharEp-34,3
prss1_OralPharEp-34,4
prss59.2_OralPharEp-34,4
nr4a3_OralPharEp-34,6
ptk2ab_OralPharEp-34,3
pnrc2_OralPharEp-34,6
tent5ba_OralPharEp-34,1
stt3b_OralPharEp-34,5
afp4.1_OralPharEp-34,3
tmem176l.4_OralPharEp-34,6
fabp10a_OralPharEp-34,4
sptlc2b_OralPharEp-34,1
jun_OralPharEp-34,5
nfkbiaa_OralPharEp-34,6
tdh_OralPharEp-34,4
clocka_OralPharEp-34,5
gmds_OralPharEp-34,5
hivep2a_OralPharEp-34,1
hsp90aa1.2_OralPharEp-34,5
pptc7a_OralPharEp-34,4
zgc:92140_OralPharEp-34,3
actc1b_OralPharEp-34,3
nfkbiab_OralPharEp-34,6
fabp7a_OralPharEp-34,2
abch1_OralPharEp-34,4
grhl3_OralPharEp-34,5
lpin1_OralPharEp-34,4
crim1_OralPharEp-34,4
hbegfa_OralPharEp-34,6
si:ch211-39i2.2_OralPharEp-34,6
zgc:92242_OralPharEp-34,6
egr1_OralPharEp-34,6
stard14_OralPharEp-34,6
ctso_OralPharEp-34,4
nox1_OralPharEp-34,6
nocta_OralPharEp-34,6
tnfaip3_OralPharEp-34,6
rel_OralPharEp-34,6
smap1_OralPharEp-34,5
rsrp1_OralPharEp-34,1
barx2_OralPharEp-34,5
atp2a1l_OralPharEp-34,4
slc9a3r1a_OralPharEp-34,5
CABZ01048956.1_OralPharEp-34,5
osbpl3a_OralPharEp-34,1
nme2b.2_OralPharEp-34,3
apoa1b_OralPharEp-34,6
ftr86_OralPharEp-34,5
ckmb_OralPharEp-34,3
ksr1b_OralPharEp-34,5
ctrl_OralPharEp-34,4
lad1_OralPharEp-34,6
chl1a_OralPharEp-34,3
zgc:154075_OralPharEp-34,6
plekhn1_OralPharEp-34,5
nckap5l_OralPharEp-34,5
zgc:158263_OralPharEp-34,4
dgkaa_OralPharEp-34,1
klf4_OralPharEp-34,1
atp2a2b_OralPharEp-34,1
rbp4l_OralPharEp-34,4
nrxn2a_OralPharEp-34,6
hspa4a_OralPharEp-34,5
rbms1a_OralPharEp-34,1
elovl1b_OralPharEp-34,5
arrdc2_OralPharEp-34,3
mapkapk2a_OralPharEp-34,1
tiam1a_OralPharEp-34,1
foxo1b_OralPharEp-34,1
ucp2_OralPharEp-34,6
klf6a_OralPharEp-34,1
klhl24b_OralPharEp-34,4
fndc3bb_OralPharEp-34,5
vav3a_OralPharEp-34,3
smyhc1_OralPharEp-34,3
smyhc2_OralPharEp-34,4
btg2_OralPharEp-34,6
elf3_OralPharEp-34,6
cela1.6_OralPharEp-34,4
midn_OralPharEp-34,1
dusp5_OralPharEp-34,5
fetub_OralPharEp-34,6
slc7a5_OralPharEp-34,1
immp2l_OralPharEp-34,3
phlda2_OralPharEp-34,1
hsd17b12a_OralPharEp-34,1
tnni2a.4_OralPharEp-34,3
CABZ01080568.1_OralPharEp-34,1
chsy1_OralPharEp-35,5
zgc:136461_OralPharEp-35,4
ctrb1_OralPharEp-35,4
hsd11b2_OralPharEp-35,1
c6ast4_OralPharEp-35,3
creb3l1_OralPharEp-35,1
ypel1_OralPharEp-35,3
hk2_OralPharEp-35,5
myhz2_OralPharEp-35,3
myhz1.2_OralPharEp-35,4
ckma_OralPharEp-35,4
abat_OralPharEp-35,4
sec23b_OralPharEp-35,6
vdrb_OralPharEp-35,6
amy2a_OralPharEp-35,4
apoda.2_OralPharEp-35,4
neb_OralPharEp-35,3
ttn.1_OralPharEp-35,3
ttn.2_OralPharEp-35,3
rcvrn2_OralPharEp-35,4
apoa4b.2_OralPharEp-35,3
prss1_OralPharEp-35,4
nr4a3_OralPharEp-35,1
gmds_OralPharEp-35,1
pdia6_OralPharEp-35,5
sesn1_OralPharEp-35,4
cdc42bpab_OralPharEp-35,5
hivep2a_OralPharEp-35,5
fosab_OralPharEp-35,6
hsp90aa1.2_OralPharEp-35,5
actc1b_OralPharEp-35,4
nfkbiab_OralPharEp-35,6
abch1_OralPharEp-35,4
lpin1_OralPharEp-35,4
arr3b_OralPharEp-35,4
stard14_OralPharEp-35,6
nocta_OralPharEp-35,6
smap1_OralPharEp-35,5
lgmn_OralPharEp-35,4
fosb_OralPharEp-35,1
barx2_OralPharEp-35,5
atp2a1l_OralPharEp-35,4
mylpfb_OralPharEp-35,3
rpl38_OralPharEp-35,4
osbpl3a_OralPharEp-35,1
ckmb_OralPharEp-35,4
ctrl_OralPharEp-35,4
klf4_OralPharEp-35,1
hspa4a_OralPharEp-35,1
arrdc2_OralPharEp-35,3
si:dkey-183j2.10_OralPharEp-35,5
hmgcs1_OralPharEp-35,4
foxo1b_OralPharEp-35,1
dhrs13a.2_OralPharEp-35,6
klhl24b_OralPharEp-35,4
vav3a_OralPharEp-35,4
elf3_OralPharEp-35,6
cela1.6_OralPharEp-35,4
chst11_OralPharEp-36,5
hsp90b1_OralPharEp-36,5
snd1_OralPharEp-36,5
si:dkeyp-4c4.1_OralPharEp-36,4
CR926130.2_OralPharEp-36,5
CR926130.1_OralPharEp-36,2
dusp19b_OralPharEp-36,4
pnp5a_OralPharEp-36,4
furina_OralPharEp-36,5
zdhhc13_OralPharEp-36,5
kdm6ba_OralPharEp-36,6
tnfsf10l_OralPharEp-36,5
eif4a1a_OralPharEp-36,1
tpma_OralPharEp-36,3
zgc:136461_OralPharEp-36,4
ctrb1_OralPharEp-36,4
creb3l1_OralPharEp-36,2
tnnt3b_OralPharEp-36,3
ccnd1_OralPharEp-36,5
nqo1_OralPharEp-36,3
camk2d1_OralPharEp-36,3
hspa5_OralPharEp-36,5
zgc:158343_OralPharEp-36,6
hk2_OralPharEp-36,1
coro1ca_OralPharEp-36,5
acsl4b_OralPharEp-36,1
ela3l_OralPharEp-36,4
noxa1_OralPharEp-36,5
myhz1.2_OralPharEp-36,3
ckma_OralPharEp-36,3
anxa1c_OralPharEp-36,3
abca3b_OralPharEp-36,3
eps8l1a_OralPharEp-36,4
crhr1_OralPharEp-36,5
atp2a1_OralPharEp-36,3
zgc:100868_OralPharEp-36,6
pvalb1_OralPharEp-36,3
noxo1a_OralPharEp-36,6
pde6ha_OralPharEp-36,4
sec23b_OralPharEp-36,6
agap1_OralPharEp-36,5
slco2a1_OralPharEp-36,1
evi5b_OralPharEp-36,2
rhcgl1_OralPharEp-36,4
vdrb_OralPharEp-36,6
prss60.2_OralPharEp-36,2
krt4_OralPharEp-36,6
pdzrn3b_OralPharEp-36,6
ENSDARG00000091625_OralPharEp-36,3
rplp2_OralPharEp-36,6
sdc4_OralPharEp-36,6
ddit3_OralPharEp-36,6
prelid3b_OralPharEp-36,6
wnt9a_OralPharEp-36,1
egfra_OralPharEp-36,2
prkag2b_OralPharEp-36,4
eif4g1a_OralPharEp-36,1
artnb_OralPharEp-36,1
elovl1a_OralPharEp-36,6
ptgs2a_OralPharEp-36,6
rreb1b_OralPharEp-36,5
csrnp1a_OralPharEp-36,6
si:ch211-207d6.2_OralPharEp-36,3
plk3_OralPharEp-36,6
crema_OralPharEp-36,6
rpl24_OralPharEp-36,4
mylz3_OralPharEp-36,3
klf3_OralPharEp-36,6
sugt1_OralPharEp-36,1
pibf1_OralPharEp-36,4
bcl9_OralPharEp-36,2
ucp1_OralPharEp-36,4
neb_OralPharEp-36,3
esyt3_OralPharEp-36,3
dop1b_OralPharEp-36,4
myl1_OralPharEp-36,3
glsb_OralPharEp-36,1
nab1b_OralPharEp-36,1
ttn.1_OralPharEp-36,3
ttn.2_OralPharEp-36,3
grb10b_OralPharEp-36,1
gapdh_OralPharEp-36,3
tuft1a_OralPharEp-36,6
efna1b_OralPharEp-36,6
bcam_OralPharEp-36,5
prss59.1_OralPharEp-36,4
prss59.2_OralPharEp-36,4
nr4a3_OralPharEp-36,6
pnrc2_OralPharEp-36,6
gapdhs_OralPharEp-36,1
eif3ha_OralPharEp-36,2
si:dkeyp-97a10.1_OralPharEp-36,3
sptlc2b_OralPharEp-36,1
nfkbiaa_OralPharEp-36,6
tdh_OralPharEp-36,4
sox7_OralPharEp-36,6
prkchb_OralPharEp-36,6
gmds_OralPharEp-36,5
apobb.1_OralPharEp-36,3
msra_OralPharEp-36,4
hsp90aa1.2_OralPharEp-36,5
slc6a8_OralPharEp-36,2
mknk2b_OralPharEp-36,4
ela2l_OralPharEp-36,4
slc38a5a_OralPharEp-36,1
cebpb_OralPharEp-36,6
RALGDS_OralPharEp-36,6
adrb3a_OralPharEp-36,6
acot7_OralPharEp-36,5
actc1b_OralPharEp-36,3
nfkbiab_OralPharEp-36,6
gnpnat1_OralPharEp-36,6
abch1_OralPharEp-36,4
gale_OralPharEp-36,5
lpin1_OralPharEp-36,6
mboat2a_OralPharEp-36,1
crim1_OralPharEp-36,4
fosl2_OralPharEp-36,6
si:ch211-39i2.2_OralPharEp-36,1
zgc:92242_OralPharEp-36,6
znf185_OralPharEp-36,3
canx_OralPharEp-36,5
egr1_OralPharEp-36,6
ppargc1b_OralPharEp-36,4
TSC22D3_OralPharEp-36,4
stard14_OralPharEp-36,6
ctso_OralPharEp-36,4
nox1_OralPharEp-36,6
nocta_OralPharEp-36,6
tnfaip3_OralPharEp-36,6
anxa11a_OralPharEp-36,1
march8_OralPharEp-36,5
usp54a_OralPharEp-36,2
rrbp1a_OralPharEp-36,5
rsrp1_OralPharEp-36,2
pkma_OralPharEp-36,1
zfpm1_OralPharEp-36,5
fosb_OralPharEp-36,6
zgc:158464_OralPharEp-36,5
TANC2_OralPharEp-36,3
arhgap27_OralPharEp-36,3
atp2a1l_OralPharEp-36,3
mylpfb_OralPharEp-36,3
pvalb2_OralPharEp-36,3
slc9a3r1a_OralPharEp-36,5
bahcc1b_OralPharEp-36,5
pmp22b_OralPharEp-36,6
CU914622.2_OralPharEp-36,5
mcl1a_OralPharEp-36,6
si:ch211-149a19.3_OralPharEp-36,5
pvrl2l_OralPharEp-36,5
osbpl3a_OralPharEp-36,6
pard6gb_OralPharEp-36,5
si:ch211-152p11.4_OralPharEp-36,1
elmo1_OralPharEp-36,3
ext1b_OralPharEp-36,5
nme2b.2_OralPharEp-36,3
ftr86_OralPharEp-36,6
slc1a5_OralPharEp-36,6
tmprss4a_OralPharEp-36,3
frya_OralPharEp-36,5
zgc:85932_OralPharEp-36,3
chl1a_OralPharEp-36,4
zgc:154075_OralPharEp-36,6
plekhn1_OralPharEp-36,6
zgc:158263_OralPharEp-36,4
nr4a1_OralPharEp-36,6
dgkaa_OralPharEp-36,1
nfatc2a_OralPharEp-36,5
klf4_OralPharEp-36,6
rpl37.1_OralPharEp-36,4
ccng2_OralPharEp-36,6
whrna_OralPharEp-36,5
tnfrsfa_OralPharEp-36,1
atp2a2b_OralPharEp-36,2
cldnb_OralPharEp-36,6
pcxa_OralPharEp-36,5
klf5l_OralPharEp-36,1
traf4b_OralPharEp-36,5
slco2b1_OralPharEp-36,3
hspa4a_OralPharEp-36,2
rps15_OralPharEp-36,4
adgrl2a_OralPharEp-36,5
rbms1a_OralPharEp-36,1
arrdc2_OralPharEp-36,3
mapkapk2a_OralPharEp-36,1
foxp4_OralPharEp-36,3
nrg1_OralPharEp-36,6
rabgap1_OralPharEp-36,4
rps6kb1a_OralPharEp-36,4
hspa8_OralPharEp-36,1
foxo1b_OralPharEp-36,1
dhrs13a.2_OralPharEp-36,6
klhl24b_OralPharEp-36,4
vav3a_OralPharEp-36,3
wu:fj05g07_OralPharEp-36,2
cnn3a_OralPharEp-36,6
btg2_OralPharEp-36,6
elf3_OralPharEp-36,6
cela1.6_OralPharEp-36,4
midn_OralPharEp-36,6
si:ch211-129c21.1_OralPharEp-36,6
dusp5_OralPharEp-36,6
nav2b_OralPharEp-36,5
ccnd2a_OralPharEp-36,4
pkp3a_OralPharEp-36,6
hsd17b12a_OralPharEp-36,1
tnni2a.4_OralPharEp-36,3
CABZ01080568.1_OralPharEp-36,1
mt-co1_OralPharEp-36,6
evplb_OralPharEp-36,6
crybg1b_OralPharEp-37,3
nampta_OralPharEp-37,1
adipor2_OralPharEp-37,3
chst11_OralPharEp-37,5
hsp90b1_OralPharEp-37,5
CR383662.1_OralPharEp-37,2
rap1b_OralPharEp-37,5
pawr_OralPharEp-37,5
b4galnt3a_OralPharEp-37,4
creld2_OralPharEp-37,5
si:dkey-27n6.4_OralPharEp-37,5
CR926130.2_OralPharEp-37,2
CR926130.1_OralPharEp-37,1
si:cabz01007794.1_OralPharEp-37,1
pnp5a_OralPharEp-37,6
chsy1_OralPharEp-37,5
furina_OralPharEp-37,5
eml3_OralPharEp-37,4
si:dkey-172j4.3_OralPharEp-37,5
arrb2b_OralPharEp-37,5
eif4a1a_OralPharEp-37,1
rps13_OralPharEp-37,4
pde3b_OralPharEp-37,5
vps13c_OralPharEp-37,4
tpma_OralPharEp-37,3
tle3b_OralPharEp-37,1
plekhg4_OralPharEp-37,1
zgc:112160_OralPharEp-37,4
cebpa_OralPharEp-37,6
creb3l1_OralPharEp-37,1
tnnt3b_OralPharEp-37,3
plekhf1_OralPharEp-37,6
si:ch211-260e23.9_OralPharEp-37,4
tp53bp1_OralPharEp-37,5
nqo1_OralPharEp-37,4
sirt3_OralPharEp-37,3
camk2d1_OralPharEp-37,3
SEMA4F_OralPharEp-37,3
rbpjb_OralPharEp-37,3
mical2a_OralPharEp-37,6
sbf2_OralPharEp-37,3
sec24d_OralPharEp-37,5
mbd2_OralPharEp-37,1
nupr1a_OralPharEp-37,3
zgc:158343_OralPharEp-37,6
ypel1_OralPharEp-37,3
hk2_OralPharEp-37,1
coro1ca_OralPharEp-37,1
pik3ip1_OralPharEp-37,3
npas2_OralPharEp-37,5
acsl4b_OralPharEp-37,1
histh1l_OralPharEp-37,4
tcima_OralPharEp-37,2
ftr82_OralPharEp-37,1
myhz2_OralPharEp-37,3
hsd20b2_OralPharEp-37,4
slc12a9_OralPharEp-37,4
rasgef1ba_OralPharEp-37,5
dapk1_OralPharEp-37,3
dmrt2a_OralPharEp-37,3
gcnt4a_OralPharEp-37,1
zmynd19_OralPharEp-37,5
CU467961.1_OralPharEp-37,3
bicdl2_OralPharEp-37,2
pou2f3_OralPharEp-37,4
tbcelb_OralPharEp-37,3
anxa1c_OralPharEp-37,3
stip1_OralPharEp-37,2
ak1_OralPharEp-37,3
abca3b_OralPharEp-37,3
sun1_OralPharEp-37,3
arl5c_OralPharEp-37,6
eps8l1a_OralPharEp-37,4
slc35b1_OralPharEp-37,5
arhgap27l_OralPharEp-37,3
BX322574.1_OralPharEp-37,5
hdac5_OralPharEp-37,5
BX569789.1_OralPharEp-37,5
tom1_OralPharEp-37,3
atp2a1_OralPharEp-37,3
hsp70.2_OralPharEp-37,5
hsp70.3_OralPharEp-37,1
gdpd3a_OralPharEp-37,3
si:ch211-157c3.4_OralPharEp-37,3
trpm4a_OralPharEp-37,2
si:ch73-367p23.2_OralPharEp-37,3
gpatch8_OralPharEp-37,3
zgc:100868_OralPharEp-37,6
pdpk1a_OralPharEp-37,4
dnajb1a_OralPharEp-37,1
ubald2_OralPharEp-37,3
pvalb4_OralPharEp-37,3
pvalb1_OralPharEp-37,3
noxo1a_OralPharEp-37,6
dlgap4b_OralPharEp-37,5
sec23b_OralPharEp-37,6
rgl3a_OralPharEp-37,6
nfe2l2b_OralPharEp-37,4
nck2b_OralPharEp-37,3
agap1_OralPharEp-37,5
glulb_OralPharEp-37,1
ryk_OralPharEp-37,4
slco2a1_OralPharEp-37,1
evi5b_OralPharEp-37,2
dlg1_OralPharEp-37,3
rhcgl1_OralPharEp-37,4
vdrb_OralPharEp-37,4
prss60.2_OralPharEp-37,5
sec61a1_OralPharEp-37,5
ip6k2b_OralPharEp-37,6
pdzrn3b_OralPharEp-37,4
ENSDARG00000091625_OralPharEp-37,3
slc2a1b_OralPharEp-37,1
rplp2_OralPharEp-37,6
ergic3_OralPharEp-37,5
sdc4_OralPharEp-37,6
ddit3_OralPharEp-37,6
prelid3b_OralPharEp-37,6
igfbp1b_OralPharEp-37,4
foxq1a_OralPharEp-37,6
higd1a_OralPharEp-37,1
egfra_OralPharEp-37,2
npc1_OralPharEp-37,1
gipc2_OralPharEp-37,1
gadd45aa_OralPharEp-37,1
gng12a_OralPharEp-37,1
prkag2b_OralPharEp-37,3
amy2a_OralPharEp-37,4
artnb_OralPharEp-37,1
elovl1a_OralPharEp-37,1
ptgs2a_OralPharEp-37,6
amotl2b_OralPharEp-37,6
csrnp1a_OralPharEp-37,1
pde4ca_OralPharEp-37,2
zswim5_OralPharEp-37,1
si:ch211-207d6.2_OralPharEp-37,3
plk3_OralPharEp-37,6
rasal2_OralPharEp-37,5
ccnl1b_OralPharEp-37,1
apoda.2_OralPharEp-37,4
apom_OralPharEp-37,6
crema_OralPharEp-37,1
lig1_OralPharEp-37,3
jund_OralPharEp-37,6
mylz3_OralPharEp-37,3
clta_OralPharEp-37,5
klf3_OralPharEp-37,1
tmem131l_OralPharEp-37,3
igf2bp2b_OralPharEp-37,3
pibf1_OralPharEp-37,4
nr3c2_OralPharEp-37,3
glra3_OralPharEp-37,3
atg4da_OralPharEp-37,2
si:ch211-217k17.8_OralPharEp-37,6
si:ch211-217k17.9_OralPharEp-37,5
abca1a_OralPharEp-37,4
dnajb1b_OralPharEp-37,2
cyp3a65_OralPharEp-37,1
sik1_OralPharEp-37,1
nr1i2_OralPharEp-37,6
cryba2b_OralPharEp-37,4
fam117bb_OralPharEp-37,1
slc37a1_OralPharEp-37,2
neb_OralPharEp-37,3
esyt3_OralPharEp-37,3
nabp1a_OralPharEp-37,5
dnajc3a_OralPharEp-37,5
adcy5_OralPharEp-37,3
myl1_OralPharEp-37,3
abca12_OralPharEp-37,5
glsb_OralPharEp-37,1
nab1b_OralPharEp-37,2
col18a1a_OralPharEp-37,5
ttn.1_OralPharEp-37,3
ttn.2_OralPharEp-37,3
agr1_OralPharEp-37,2
GALNT3_OralPharEp-37,5
tank_OralPharEp-37,5
si:ch73-22o12.1_OralPharEp-37,5
ankib1b_OralPharEp-37,3
gapdh_OralPharEp-37,3
rorc_OralPharEp-37,5
rapgef5b_OralPharEp-37,3
osbpl3b_OralPharEp-37,5
tuft1a_OralPharEp-37,1
cgna_OralPharEp-37,2
efna1b_OralPharEp-37,6
apoa4b.2_OralPharEp-37,5
apoa4b.2.1_OralPharEp-37,3
si:dkey-79d12.5_OralPharEp-37,6
prss1_OralPharEp-37,4
esrp1_OralPharEp-37,3
sec61b_OralPharEp-37,1
nr4a3_OralPharEp-37,6
mef2d_OralPharEp-37,2
ptk2ab_OralPharEp-37,3
pnrc2_OralPharEp-37,6
tent5ba_OralPharEp-37,1
tcea3_OralPharEp-37,4
hivep3b_OralPharEp-37,5
eva1ba_OralPharEp-37,5
stt3b_OralPharEp-37,5
gapdhs_OralPharEp-37,1
paqr6_OralPharEp-37,3
CU861453.1_OralPharEp-37,3
tmem176l.4_OralPharEp-37,6
rab11al_OralPharEp-37,1
eif3ha_OralPharEp-37,5
ext1a_OralPharEp-37,5
sptlc2b_OralPharEp-37,1
jun_OralPharEp-37,6
nfkbiaa_OralPharEp-37,6
cdc42bpb_OralPharEp-37,1
tdh_OralPharEp-37,4
sox7_OralPharEp-37,1
prkchb_OralPharEp-37,6
si:ch211-207i1.2_OralPharEp-37,3
daam1b_OralPharEp-37,3
clocka_OralPharEp-37,5
bach2b_OralPharEp-37,3
gmds_OralPharEp-37,5
chac1_OralPharEp-37,6
ryr3_OralPharEp-37,3
sash1a_OralPharEp-37,4
ptgs2b_OralPharEp-37,1
ivns1abpa_OralPharEp-37,1
niban1a_OralPharEp-37,4
hivep2a_OralPharEp-37,1
atf3_OralPharEp-37,6
fosab_OralPharEp-37,4
hsp90aa1.2_OralPharEp-37,5
pptc7a_OralPharEp-37,6
slc6a8_OralPharEp-37,5
pde4d_OralPharEp-37,5
zgc:92140_OralPharEp-37,3
mknk2b_OralPharEp-37,4
cry3a_OralPharEp-37,3
ela2l_OralPharEp-37,4
slc38a5a_OralPharEp-37,1
cttnbp2nlb_OralPharEp-37,5
RALGDS_OralPharEp-37,6
rab11fip1a_OralPharEp-37,6
acot7_OralPharEp-37,5
entpd4_OralPharEp-37,2
slc25a37_OralPharEp-37,1
egr3_OralPharEp-37,6
bin3_OralPharEp-37,1
si:ch73-340m8.2_OralPharEp-37,3
txlnbb_OralPharEp-37,4
smyd3_OralPharEp-37,6
cnsta_OralPharEp-37,3
nfkbiab_OralPharEp-37,6
mia2_OralPharEp-37,5
gnpnat1_OralPharEp-37,1
ston2_OralPharEp-37,3
entpd6_OralPharEp-37,1
slc8a1b_OralPharEp-37,6
abch1_OralPharEp-37,4
gale_OralPharEp-37,1
grhl3_OralPharEp-37,5
luzp1_OralPharEp-37,5
lpin1_OralPharEp-37,4
tpp1_OralPharEp-37,3
pax9_OralPharEp-37,5
crim1_OralPharEp-37,4
fosl2_OralPharEp-37,1
ahsa1b_OralPharEp-37,2
zgc:162184_OralPharEp-37,1
hbegfa_OralPharEp-37,1
si:ch211-39i2.2_OralPharEp-37,1
zgc:92242_OralPharEp-37,6
nrg2b_OralPharEp-37,3
hspa9_OralPharEp-37,2
canx_OralPharEp-37,5
selenot2_OralPharEp-37,6
egr1_OralPharEp-37,6
nr3c1_OralPharEp-37,3
slc36a1_OralPharEp-37,4
TSC22D3_OralPharEp-37,6
slc7a3b_OralPharEp-37,6
stard14_OralPharEp-37,1
lonrf1_OralPharEp-37,4
ctso_OralPharEp-37,4
gsr_OralPharEp-37,5
nox1_OralPharEp-37,6
nocta_OralPharEp-37,6
pdlim7_OralPharEp-37,5
tnfaip3_OralPharEp-37,6
fam83b_OralPharEp-37,3
klhl31_OralPharEp-37,4
gbf1_OralPharEp-37,5
anxa11a_OralPharEp-37,1
march8_OralPharEp-37,3
prim2_OralPharEp-37,5
adka_OralPharEp-37,3
vcla_OralPharEp-37,4
rel_OralPharEp-37,6
kcnq5a_OralPharEp-37,3
smap1_OralPharEp-37,5
fbxw4_OralPharEp-37,3
